,0
" Menchin, Scott (ILT)",9140
"Cronin, Doreen ",9140
"O'Ryan, Ray ",3862
" Jack, Colin (ILT)",3862
"Night, P. J. ",3546
"Baum, L. Frank ",3240
" O'Connor, George (ILT)",3050
"Kirby, Stan ",3050
"Cooke, Lucy ",3049
" Cooke, Lucy (ILT)",3049
" Benton, Jim (ILT)",2448
"Benton, Jim ",2448
"Mull, Brandon ",2287
"MacLachlan, Patricia ",1616
"Bleiman, Andrew ",1586
" Eastland, Chris ",1586
"Howe, James ",1193
" Rose, David S. (ILT)",1193
" Bell, Jennifer A. (ILT)",1171
"Wood, Douglas ",1171
"Katz, Karen ",1154
" Katz, Karen (ILT)",1154
"Clark, Platte F. ",1124
"Gibbs, Stuart ",1089
Matt and Dave ,855
" Baines, Nigel (ILT)",855
"Holub, Joan ",844
" Williams, Suzanne ",844
"Pate, Rodney S. (ILT)",781
" Patrick, Denise Lewis ",781
"Patten, E. J. ",775
" Rocco, John (ILT)",775
" Silberberg, Alan (ILT)",757
"Silberberg, Alan ",757
"Naylor, Phyllis Reynolds ",676
" Thompson, Ruth Plumly ",659
"Voigt, Cynthia ",628
" Burris, Priscilla (ILT)",590
"Coven, Wanda ",590
" Ohora, Zachariah (ILT)",557
"Wheeler, Lisa ",557
"Caterer, Claire M. ",539
" Shaskan, Stephen (ILT)",532
"Shaskan, Stephen ",532
"Dowell, Frances O'Roark ",475
" Phillips, Craig (ILT)",444
"Dixon, Franklin W. ",439
" Sniegoski, Thomas E. ",316
"Golden, Christopher ",316
" Burroughs, Scott (ILT)",296
"Rivers, Phoebe ",284
"Frederick, Heather Vogel ",216
"Neimark, Gillian ",180
"Johnson, Angela ",133
" Fischer, Scott M. (ILT)",133
"Whelan, Gloria ",133
" Dunham, Montrew ",125
"Henderson, Meryl (ILT)",125
"Hunter, Ryan Ann ",113
" Little, Jeanette (ILT)",113
" Meshon, Aaron (ILT)",92
"Meshon, Aaron ",92
"Yu, Chun ",73
"Grover, Lorie Ann ",70
"McCosker, Kim ",45
"Wise, Rachel ",38
"Souljah, Sister ",38
"Alexander, William ",32
"Lundquist, Jenny ",32
"Tucker, K. A. ",30
"Clare, Cassandra ",30
"Andrews, V. C. ",13
"Hopkinson, Deborah ",2
" Carpenter, Nancy (ILT)",2
"Strout, Elizabeth (CON)",1
"Draper, Sharon M. ",1
