,0
"Dixon, Franklin W. ",7808
" Russell, Rachel Renee (ILT)",7058
"Russell, Rachel Renee ",7058
"Frederick, Heather Vogel ",5040
" Comport, Sally Wern (ILT)",4376
"Haddix, Margaret Peterson ",4191
"Wight, Eric ",4041
" Wight, Eric (ILT)",4041
" Burroughs, Scott (ILT)",1904
" Williams, Suzanne ",1827
"Holub, Joan ",1827
"Draper, Sharon M. ",1820
"Perelman, Helen ",1650
" Waters, Erica-Jane (ILT)",1650
"Gibbs, Stuart ",1260
"Ashby, Ruth ",1187
"Schroeder, Lisa ",936
"Cohagan, Carolyn ",924
" Pinder, Andrew (ILT)",903
"Collins, Tim ",903
" Prigmore, Shane (ILT)",889
"Scieszka, Jon ",889
" Sedita, Francesco ",889
"Tooke, Wes ",866
"Riley, James ",820
" Henderson, Meryl (ILT)",578
"Cole, Steve ",570
" Fowkes, Charlie (ILT)",570
"Carey, Janet Lee ",460
" Grace, Sina (ILT)",451
"Benson, Amber ",451
"Kudlinski, Kathleen V. ",428
"Nimble, Jacque ",341
" Barber, Ronde ",334
" Mantell, Paul (CON)",334
"Barber, Tiki ",334
"Keene, Carolyn ",301
"Gormley, Beatrice ",301
" Pamintuan, Macky (ILT)",301
"Shreeve, Elizabeth ",288
"Catanese, P. W. ",267
"Bracegirdle, P. J. ",253
"Dowell, Frances O'Roark ",235
" Bernardin, James (ILT)",204
" Wooden, Lenny (ILT)",201
" Manders, John (ILT)",194
"McMahon, P. J. ",194
" Pooler, Paige (ILT)",193
"Devillers, Julia ",193
"Cooper, Susan ",183
"Barnholdt, Lauren ",180
"Anderson, M. T. ",177
" Cyrus, Kurt (ILT)",177
"Leonard, Elise ",161
"Money, Mo ",160
" Raude, Karina (ILT)",154
Avi ,154
"Abela, Deborah ",153
" O'Connor, George (ILT)",153
"Rees, Douglas ",150
" Auth, Tony (ILT)",150
"Grover, Lorie Ann ",147
"Stanley, George Edward ",147
" Houshyar, Azadeh (ILT)",147
"Hantman, Clea ",147
"Stanley, George E. ",140
"Grant, Katy ",140
"Snow, Alan ",129
" Snow, Alan (ILT)",129
" Levy, Pamela R. (ILT)",119
"Harper, Jo ",116
"Henson, Heather ",112
"Hapka, Catherine ",106
"Look, Lenore ",99
" Wilsdorf, Anne (ILT)",99
"Smith, L. J. ",97
"Haberdasher, Violet ",93
" Keene, Carolyn ",91
" Holder, Jimmy (ILT)",88
"Beech, Sandy ",88
" Haya, Erwin (ILT)",83
"Chatzky, Jean Sherman ",83
" Leonori, Ann (TRN)",80
"D'Adamo, Francesco ",80
" Fischer, Scott M. (ILT)",75
"McCaughrean, Geraldine ",75
"Hesse, Karen ",73
" Zerbetz, Evon (ILT)",73
"Landon, Kristen ",72
" Wallace, Bill ",69
"Wallace, Carol ",69
"Harlow, Joan Hiatt ",64
"Senzai, N. H. ",61
"Weiss, David Cody ",54
"Spizman, Robyn Freedman ",52
" Johnston, Mark ",52
" Bildner, Phil ",50
" Long, Loren (ILT)",50
"Long, Loren ",50
"Burkhart, Jessica ",50
" Gilpin, Stephen (ILT)",48
"Oliver, Lin ",48
"Fremont, Eleanor ",48
" Mohrbacher, Peter (ILT)",46
"Kingsley, Kaza ",46
"Gutman, Dan ",40
"Wilson, Diane Lee ",35
"Wait, Lea ",29
" Riglietti, Serena (ILT)",27
"Peel, John ",24
"Wallace, Bill ",24
" McDaniels, Preston (ILT)",22
"Rayburn, Tricia ",21
"Chbosky, Stephen ",21
"Hart, Alison ",20
"Galante, Cecilia ",17
" Beech, Sandy ",17
"Holder, Jimmy (ILT)",17
"Westerfeld, Scott ",14
"Clare, Cassandra ",13
"Teller, Janne ",13
" Aitken, Martin (TRN)",13
"Han, Jenny ",13
"Ohlin, Nancy ",12
"Konigsburg, E. L. ",11
"Burch, Christian ",8
"Brisben, Patty ",6
"Lyon, George Ella ",5
"Vornholt, John ",5
"Black, Holly ",4
"Farmer, Nancy ",3
"Smith, Jennifer E. ",2
"Sewell, Earl ",1
"Rhodes, Jewell Parker ",1
"Boyle, Gregory ",1
